analysis_id,customer_id,churn_probability,risk_level,analysis_date
769,769,53.37,Medium,2026-09-07
770,770,3.83,Low,2026-09-07
771,771,55.57,Medium,2026-09-07
772,772,56.56,Medium,2026-09-07
773,773,6.44,Low,2026-09-07
774,774,93.61,High,2026-09-07
775,775,50.80,Medium,2026-09-07
776,776,10.17,Low,2026-09-07
777,777,80.78,High,2026-09-07
778,778,53.74,Medium,2026-09-07
779,779,4.50,Low,2026-09-07
780,780,51.07,Medium,2026-09-07
781,781,94.94,High,2026-09-07
782,782,34.36,Medium,2026-09-07
783,783,53.10,Medium,2026-09-07
784,784,54.23,Medium,2026-09-07
785,785,49.78,Medium,2026-09-07
786,786,88.39,High,2026-09-07
787,787,9.31,Low,2026-09-07
788,788,30.05,Medium,2026-09-07
789,789,8.16,Low,2026-09-07
790,790,3.40,Low,2026-09-07
791,791,84.03,High,2026-09-07
792,792,87.99,High,2026-09-07
793,793,6.21,Low,2026-09-07
794,794,2.60,Low,2026-09-07
795,795,46.48,Medium,2026-09-07
796,796,91.00,High,2026-09-07
797,797,8.12,Low,2026-09-07
798,798,88.34,High,2026-09-07
799,799,88.48,High,2026-09-07
800,800,32.72,Medium,2026-09-07
801,801,5.83,Low,2026-09-07
802,802,36.14,Medium,2026-09-07
803,803,79.38,High,2026-09-07
804,804,50.19,Medium,2026-09-07
805,805,28.72,Medium,2026-09-07
806,806,5.08,Low,2026-09-07
807,807,54.92,Medium,2026-09-07
808,808,2.75,Low,2026-09-07
809,809,5.93,Low,2026-09-07
810,810,86.99,High,2026-09-07
811,811,32.73,Medium,2026-09-07
812,812,5.56,Low,2026-09-07
813,813,79.89,High,2026-09-07
814,814,90.89,High,2026-09-07
815,815,3.29,Low,2026-09-07
816,816,6.27,Low,2026-09-07
817,817,83.90,High,2026-09-07
818,818,88.52,High,2026-09-07
819,819,5.88,Low,2026-09-07
820,820,57.99,Medium,2026-09-07
821,821,5.55,Low,2026-09-07
822,822,44.89,Medium,2026-09-07
823,823,43.79,Medium,2026-09-07
824,824,92.09,High,2026-09-07
825,825,5.02,Low,2026-09-07
826,826,9.87,Low,2026-09-07
827,827,9.02,Low,2026-09-07
828,828,84.62,High,2026-09-07
829,829,8.93,Low,2026-09-07
830,830,6.93,Low,2026-09-07
831,831,36.85,Medium,2026-09-07
832,832,79.86,High,2026-09-07
833,833,11.74,Low,2026-09-07
834,834,7.72,Low,2026-09-07
835,835,33.12,Medium,2026-09-07
836,836,8.42,Low,2026-09-07
837,837,4.26,Low,2026-09-07
838,838,82.55,High,2026-09-07
839,839,49.43,Medium,2026-09-07
840,840,11.72,Low,2026-09-07
841,841,55.32,Medium,2026-09-07
842,842,49.01,Medium,2026-09-07
843,843,83.72,High,2026-09-07
844,844,90.36,High,2026-09-07
845,845,95.94,High,2026-09-07
846,846,51.22,Medium,2026-09-07
847,847,42.53,Medium,2026-09-07
848,848,54.38,Medium,2026-09-07
849,849,9.05,Low,2026-09-07
850,850,56.82,Medium,2026-09-07
851,851,32.89,Medium,2026-09-07
852,852,10.65,Low,2026-09-07
853,853,5.05,Low,2026-09-07
854,854,10.24,Low,2026-09-07
855,855,84.73,High,2026-09-07
856,856,2.57,Low,2026-09-07
857,857,9.37,Low,2026-09-07
858,858,3.70,Low,2026-09-07
859,859,91.59,High,2026-09-07
860,860,83.21,High,2026-09-07
861,861,36.95,Medium,2026-09-07
862,862,9.79,Low,2026-09-07
863,863,45.29,Medium,2026-09-07
864,864,78.09,High,2026-09-07
865,865,4.26,Low,2026-09-07
866,866,96.97,High,2026-09-07
867,867,38.78,Medium,2026-09-07
868,868,81.38,High,2026-09-07
869,869,28.59,Medium,2026-09-07
870,870,28.28,Medium,2026-09-07
871,871,4.83,Low,2026-09-07
872,872,42.89,Medium,2026-09-07
873,873,48.07,Medium,2026-09-07
874,874,87.29,High,2026-09-07
875,875,2.46,Low,2026-09-07
876,876,31.41,Medium,2026-09-07
877,877,11.82,Low,2026-09-07
878,878,2.29,Low,2026-09-07
879,879,37.43,Medium,2026-09-07
880,880,42.46,Medium,2026-09-07
881,881,42.88,Medium,2026-09-07
882,882,52.51,Medium,2026-09-07
883,883,9.45,Low,2026-09-07
884,884,47.64,Medium,2026-09-07
885,885,9.17,Low,2026-09-07
886,886,83.84,High,2026-09-07
887,887,81.75,High,2026-09-07
888,888,8.72,Low,2026-09-07
889,889,56.06,Medium,2026-09-07
890,890,10.83,Low,2026-09-07
891,891,3.33,Low,2026-09-07
892,892,91.73,High,2026-09-07
893,893,49.30,Medium,2026-09-07
894,894,79.13,High,2026-09-07
895,895,5.59,Low,2026-09-07
896,896,8.96,Low,2026-09-07
897,897,4.03,Low,2026-09-07
898,898,2.74,Low,2026-09-07
899,899,94.92,High,2026-09-07
900,900,8.25,Low,2026-09-07
901,901,7.21,Low,2026-09-07
902,902,37.93,Medium,2026-09-07
903,903,46.41,Medium,2026-09-07
904,904,2.25,Low,2026-09-07
905,905,37.61,Medium,2026-09-07
906,906,10.65,Low,2026-09-07
907,907,29.14,Medium,2026-09-07
908,908,6.04,Low,2026-09-07
909,909,5.58,Low,2026-09-07
910,910,2.31,Low,2026-09-07
911,911,97.31,High,2026-09-07
912,912,44.43,Medium,2026-09-07
913,913,3.84,Low,2026-09-07
914,914,83.01,High,2026-09-07
915,915,3.93,Low,2026-09-07
916,916,33.06,Medium,2026-09-07
917,917,10.78,Low,2026-09-07
918,918,10.59,Low,2026-09-07
919,919,94.25,High,2026-09-07
920,920,4.23,Low,2026-09-07
921,921,82.78,High,2026-09-07
922,922,10.72,Low,2026-09-07
923,923,2.43,Low,2026-09-07
924,924,47.01,Medium,2026-09-07
925,925,53.06,Medium,2026-09-07
926,926,8.04,Low,2026-09-07
927,927,90.04,High,2026-09-07
928,928,47.42,Medium,2026-09-07
929,929,89.45,High,2026-09-07
930,930,4.17,Low,2026-09-07
931,931,91.19,High,2026-09-07
932,932,4.02,Low,2026-09-07
933,933,10.78,Low,2026-09-07
934,934,78.87,High,2026-09-07
935,935,10.37,Low,2026-09-07
936,936,83.16,High,2026-09-07
937,937,38.87,Medium,2026-09-07
938,938,39.92,Medium,2026-09-07
939,939,5.07,Low,2026-09-07
940,940,9.86,Low,2026-09-07
941,941,79.28,High,2026-09-07
942,942,56.37,Medium,2026-09-07
943,943,48.95,Medium,2026-09-07
944,944,85.99,High,2026-09-07
945,945,49.78,Medium,2026-09-07
946,946,28.14,Medium,2026-09-07
947,947,97.13,High,2026-09-07
948,948,6.61,Low,2026-09-07
949,949,85.06,High,2026-09-07
950,950,84.28,High,2026-09-07
951,951,82.14,High,2026-09-07
952,952,88.83,High,2026-09-07
953,953,36.41,Medium,2026-09-07
954,954,95.21,High,2026-09-07
955,955,3.01,Low,2026-09-07
956,956,81.68,High,2026-09-07
957,957,11.79,Low,2026-09-07
958,958,3.50,Low,2026-09-07
959,959,29.43,Medium,2026-09-07
960,960,85.21,High,2026-09-07
961,961,81.49,High,2026-09-07
962,962,11.57,Low,2026-09-07
963,963,47.59,Medium,2026-09-07
964,964,28.69,Medium,2026-09-07
965,965,10.79,Low,2026-09-07
966,966,11.32,Low,2026-09-07
967,967,78.70,High,2026-09-07
968,968,50.47,Medium,2026-09-07
969,969,38.97,Medium,2026-09-07
970,970,96.44,High,2026-09-07
971,971,7.61,Low,2026-09-07
972,972,4.40,Low,2026-09-07
973,973,83.79,High,2026-09-07
974,974,88.70,High,2026-09-07
975,975,82.34,High,2026-09-07
976,976,2.56,Low,2026-09-07
977,977,35.47,Medium,2026-09-07
978,978,5.89,Low,2026-09-07
979,979,54.63,Medium,2026-09-07
980,980,85.92,High,2026-09-07
981,981,48.58,Medium,2026-09-07
982,982,82.65,High,2026-09-07
983,983,10.99,Low,2026-09-07
984,984,42.05,Medium,2026-09-07
985,985,93.52,High,2026-09-07
986,986,7.39,Low,2026-09-07
987,987,2.96,Low,2026-09-07
988,988,2.32,Low,2026-09-07
989,989,55.91,Medium,2026-09-07
990,990,6.16,Low,2026-09-07
991,991,7.19,Low,2026-09-07
992,992,44.75,Medium,2026-09-07
993,993,81.61,High,2026-09-07
994,994,10.45,Low,2026-09-07
995,995,4.54,Low,2026-09-07
996,996,78.13,High,2026-09-07
997,997,80.77,High,2026-09-07
998,998,92.47,High,2026-09-07
999,999,2.78,Low,2026-09-07
1000,1000,55.86,Medium,2026-09-07
1001,1001,32.60,Medium,2026-09-07
1002,1002,3.32,Low,2026-09-07
1003,1003,8.98,Low,2026-09-07
1004,1004,82.92,High,2026-09-07
1005,1005,37.62,Medium,2026-09-07
1006,1006,10.18,Low,2026-09-07
1007,1007,95.38,High,2026-09-07
1008,1008,7.38,Low,2026-09-07
1009,1009,8.64,Low,2026-09-07
1010,1010,79.33,High,2026-09-07
1011,1011,9.10,Low,2026-09-07
1012,1012,29.19,Medium,2026-09-07
1013,1013,57.88,Medium,2026-09-07
1014,1014,39.79,Medium,2026-09-07
1015,1015,46.16,Medium,2026-09-07
1016,1016,88.48,High,2026-09-07
1017,1017,3.18,Low,2026-09-07
1018,1018,8.37,Low,2026-09-07
1019,1019,82.64,High,2026-09-07
1020,1020,87.48,High,2026-09-07
